"","Date","Year","Month","Julian_Day","pH","Station","Depth_m","PO4_P_mgl","TDP_mgl","UTP_mgl","NO3_N_plus_n02_mg_l","NH3_N_mg_l","UTN_mgl","SiO2_Si_mgl","Iron_mgl","Particulate_Carbon_mgl","Mg_mgl","Ca_mgl","Alkalinity_mg_ca03"
"396",2017-05-11,2017,5,131,7,"3",66,0.002,0.002,0.004,0.062,0.007,0.1,0.92,NA,NA,3.5,3.05,8.02
"397",2017-06-17,2017,6,168,7,"2",1,0.002,0.001,0.002,0.018,0.006,0.07,0.8,NA,NA,2.96,2.89,7.77
"398",2017-06-17,2017,6,168,7,"3",1,0.001,0.001,0.002,0.015,0.011,0.08,0.93,NA,NA,3.83,3.12,8.07
"399",2017-06-17,2017,6,168,7.1,"2",66,0.002,0.002,0.002,0.06,0.009,0.1,0.78,NA,NA,2.93,2.86,7.77
"400",2017-06-17,2017,6,168,7,"3",66,0.001,0.001,0.002,0.058,0.008,0.1,0.89,NA,NA,3.6,3.06,7.97
"401",2017-07-14,2017,7,195,7,"2",1,0.007,0.009,0.015,0,0.01,0.08,0.73,NA,NA,2.53,2.73,8.07
"402",2017-07-14,2017,7,195,7,"3",1,0.001,0.003,0.003,0,0.01,0.06,0.75,NA,NA,2.63,2.78,7.76
"403",2017-07-14,2017,7,195,7,"2",66,0.007,0.007,0.006,0.067,0.01,0.1,0.9,NA,NA,3.79,3.14,8.27
"404",2017-07-14,2017,7,195,7,"3",66,0.002,0.003,0.004,0.067,0.006,0.08,0.9,NA,NA,3.76,3.1,8.27
"405",2017-08-19,2017,8,231,7,"2",1,0.003,0.004,0.009,0,0.012,0.12,0.76,NA,NA,2.22,2.75,8.09
"406",2017-08-19,2017,8,231,7,"3",1,0.002,0.005,0.006,0,0.012,0.06,0.8,NA,NA,2.29,2.74,8.09
"407",2017-08-19,2017,8,231,6.9,"2",66,0.002,0.002,0.003,0.064,0.011,0.09,1.01,NA,NA,3.84,3.19,8.4
"408",2017-08-19,2017,8,231,6.9,"3",66,0.002,0.002,0.005,0.064,0.013,0.09,1,NA,NA,3.84,3.19,8.3
"409",2023-04-18,2023,4,108,NA,"2",1,0.0111,0.0128,0.014,0.0679,0.0169,0.107,0.112179,NA,NA,NA,NA,NA
"410",2023-04-18,2023,4,108,NA,"2",66,9e-04,0.0018,0.0036,0.0609,0.0138,0.0924,0.139986,NA,NA,NA,NA,NA
"411",2023-04-18,2023,4,108,NA,"3",1,0.0014,0.0028,0.0043,0.0524,0.0068,0.0952,0.325995,NA,NA,NA,NA,NA
"412",2023-04-18,2023,4,108,NA,"3",66,0.0013,0.0021,0.004,0.0543,0.0098,0.0924,0.384066,NA,NA,NA,NA,NA
"413",2023-05-16,2023,5,136,NA,"2",1,0.0015,0.002,0.0042,0.0393,0.0031,0.0909,0.609818,NA,NA,NA,NA,NA
"414",2023-05-16,2023,5,136,NA,"2",66,0.0012,0.0021,0.0033,0.0664,0.0057,0.1038,0.806079,NA,NA,NA,NA,NA
"415",2023-05-16,2023,5,136,NA,"3",1,0.0013,0.002,0.0039,0.0404,0.0039,0.1017,0.478439,NA,NA,NA,NA,NA
"416",2023-05-16,2023,5,136,NA,"3",66,0.0013,0.0024,0.0035,0.0605,0.0054,0.1043,0.662201,NA,NA,NA,NA,NA
"417",2023-06-25,2023,6,176,NA,"2",1,0.0022,0.0023,0.004,0.0102,0.0084,0.08,0.686076,NA,NA,NA,NA,NA
"418",2023-06-25,2023,6,176,NA,"2",66,0.002,0.0026,0.0043,0.0603,0.0042,0.096,0.546271,NA,NA,NA,NA,NA
"419",2023-06-25,2023,6,176,NA,"3",1,0.0019,0.0037,0.0038,0.0167,0.005,0.0641,0.666906,NA,NA,NA,NA,NA
"420",2023-06-25,2023,6,176,NA,"3",66,0.0013,0.0023,0.0041,0.0662,0.0034,0.1244,0.659954,NA,NA,NA,NA,NA
"421",2023-07-25,2023,7,206,NA,"2",1,0.0026,0.0026,0.0036,7e-04,0.0041,0.0581,0.530822,NA,NA,NA,NA,NA
"422",2023-07-25,2023,7,206,NA,"2",66,0.001,0.0016,0.0027,0.075,0.0041,0.1097,0.579975,NA,NA,NA,NA,NA
"423",2023-07-25,2023,7,206,NA,"3",1,0.0018,0.002,0.0029,7e-04,0.0102,0.0542,0.462359,NA,NA,NA,NA,NA
"424",2023-07-25,2023,7,206,NA,"3",66,9e-04,0.0016,0.0027,0.0729,0.0107,0.1078,0.536299,NA,NA,NA,NA,NA
"425",2023-08-30,2023,8,242,NA,"2",1,0.0036,0.005,0.008,7e-04,0.0035,0.1188,0.257321,NA,NA,NA,NA,NA
"426",2023-08-30,2023,8,242,NA,"2",66,0.0022,0.0029,0.0037,0.0682,0.004,0.0956,0.258164,NA,NA,NA,NA,NA
"427",2023-08-30,2023,8,242,NA,"3",1,0.0018,0.0026,0.0055,7e-04,0.0038,0.0752,0.216243,NA,NA,NA,NA,NA
"428",2023-08-30,2023,8,242,NA,"3",66,6e-04,0.0012,0.003,0.0645,0.002,0.0942,0.331542,NA,NA,NA,NA,NA
"429",2023-09-28,2023,9,271,NA,"2",1,0.0021,0.003,0.0043,0.0174,0.0029,0.0777,0.231902,NA,NA,NA,NA,NA
"430",2023-09-28,2023,9,271,NA,"2",66,0.001,0.0011,0.0021,0.0648,0.0022,0.0844,0.643945,NA,NA,NA,NA,NA
"431",2023-09-28,2023,9,271,NA,"3",1,0.0022,0.0034,0.0061,0.0105,0.0036,0.0837,0.270452,NA,NA,NA,NA,NA
"432",2023-09-28,2023,9,271,NA,"3",66,9e-04,0.0011,0.0023,0.0715,0.0026,0.0942,0.604482,NA,NA,NA,NA,NA
"433",2023-10-26,2023,10,299,NA,"2",1,0.0011,0.0019,0.0046,0.0357,0.0055,0.0961,0.309985,NA,NA,NA,NA,NA
"434",2023-10-26,2023,10,299,NA,"2",66,9e-04,0.0014,0.0026,0.0759,0.0042,0.1119,0.737054,NA,NA,NA,NA,NA
"435",2023-10-26,2023,10,299,NA,"3",1,0.0011,0.0022,0.0049,0.0339,0.0045,0.0961,0.371988,NA,NA,NA,NA,NA
"436",2023-10-26,2023,10,299,NA,"3",66,0.0079,0.0012,0.0023,0.0713,0.0039,0.1076,0.78705,NA,NA,NA,NA,NA
"437",2024-04-25,2024,4,116,NA,"2",1,0.0019,0.0044,0.0043,0.0457,0.0174,0.0947,0.242645,NA,NA,NA,NA,NA
"438",2024-04-25,2024,4,116,NA,"2",66,0.0012,0.0026,0.0039,0.0561,0.0094,0.1611,0.436378,NA,NA,NA,NA,NA
"439",2024-04-25,2024,4,116,NA,"3",1,0.0014,0.0019,0.0047,0.0415,0.0117,0.1106,0.389824,NA,NA,NA,NA,NA
"440",2024-04-25,2024,4,116,NA,"3",66,8e-04,0.0025,0.0028,0.0568,0.0108,0.0973,0.235132,NA,NA,NA,NA,NA
"441",2024-07-23,2024,7,205,NA,"2",1,0.0011,0.0021,0.0049,1e-04,0.008849,0.0954,0.1503,NA,NA,NA,NA,NA
"442",2024-07-23,2024,7,205,NA,"2",66,9e-04,0.0019,0.0035,1e-04,0.002547,0.1014,0.0994,NA,NA,NA,NA,NA
"443",2024-07-23,2024,7,205,NA,"3",1,0.0015,0.0029,0.0027,1e-04,0.002435,0.0865,0.2728,NA,NA,NA,NA,NA
"444",2024-08-21,2024,8,234,NA,"2",1,8e-04,0.0021,0.0038,1e-04,0.012021,0.0837,0.1115,NA,NA,NA,NA,NA
"445",2024-08-21,2024,8,234,NA,"2",66,7e-04,0.0021,0.0028,0.066,0.013636,0.1209,0.0745,NA,NA,NA,NA,NA
"446",2024-08-21,2024,8,234,NA,"3",1,0.0011,0.0021,0.0032,1e-04,0.003947,0.0858,0.1132,NA,NA,NA,NA,NA
"447",2024-08-21,2024,8,234,NA,"3",66,6e-04,0.0019,0.0029,0.0671,0.004376,0.1148,0.1349,NA,NA,NA,NA,NA
"448",2024-09-21,2024,9,265,NA,"3",1,9e-04,0.0026,0.0045,0.0161,0.030666,0.1303,0.193,NA,NA,NA,NA,NA
"449",2024-09-21,2024,9,265,NA,"3",66,9e-04,0.002,0.0037,0.0685,0.016066,0.1981,0.1121,NA,NA,NA,NA,NA
"450",2024-09-22,2024,9,266,NA,"2",1,9e-04,0.0024,0.0046,0.0159,0.0244,0.1084,0,NA,NA,NA,NA,NA
"451",2024-09-22,2024,9,266,NA,"2",66,8e-04,0.0018,0.0031,0.0705,0.00793,0.1272,0.2344,NA,NA,NA,NA,NA
"452",2024-10-16,2024,10,290,NA,"2",1,9e-04,0.0012,0.005,0.0413,0.009469,0.0953,0.2233,NA,NA,NA,NA,NA
"453",2024-10-16,2024,10,290,NA,"2",66,0.0015,0.0047,0.0027,0.0692,0.002666,0.1092,0.3962,NA,NA,NA,NA,NA
"454",2024-10-16,2024,10,290,NA,"3",1,0.0011,8e-04,0.0078,0.0412,0.00362,0.1107,0.3377,NA,NA,NA,NA,NA
"455",2024-10-16,2024,10,290,NA,"3",66,7e-04,0.0021,0.0054,0.0683,0.000908,0.1238,0.4952,NA,NA,NA,NA,NA
"456",1996-03-19,1996,3,79,6,"1",1,8e-04,0.0016,0.0028,0.0647,0.0017,0.1058,0.738,0.046,0.007,3.6,3,5.3
"457",1996-03-19,1996,3,79,6,"1",66,0.001,0.0023,0.0032,0.0714,0.0036,0.0996,0.712,0.036,0.007,5.1,3,6.7
"458",1996-03-19,1996,3,79,5.9,"2",1,8e-04,0.0015,0.004,0.0663,0.0021,0.1205,0.7,0.034,0.007,3.6,3,7.3
"459",1996-03-19,1996,3,79,6.5,"2",66,8e-04,0.0011,0.0027,0.0696,0.0018,0.0994,0.693,0.029,0.007,4.3,3,7.5
"460",1996-03-19,1996,3,79,6.3,"3",1,8e-04,0.0011,0.0031,0.0662,0.0016,0.1082,0.7,0.027,0.007,3.6,3,7.2
"461",1996-03-19,1996,3,79,6,"3",66,0.0032,0.0043,0.004,0.0574,0.0016,0.1075,0.7,0.036,0.007,4.3,3,5.6
"462",1996-04-20,1996,4,111,6.3,"1",1,6e-04,0.0014,0.0033,0.0676,0.0042,0.1372,0.772,0.018,0.007,4.6,2.7,6.5
"463",1996-04-20,1996,4,111,6.3,"1",66,0.001,0.0019,0.0035,0.0682,0.0047,0.1289,0.759,0.032,0.007,4.6,2.7,6.5
"464",1996-04-20,1996,4,111,6.4,"2",1,8e-04,9e-04,0.0027,0.0673,0.003,0.1084,0.759,0.029,0.007,4.6,2.7,6.3
"465",1996-04-20,1996,4,111,6.3,"2",66,9e-04,0.0014,0.0027,0.0632,0.0027,0.1004,0.759,0.015,0.007,3.8,2.7,6.3
"466",1996-04-20,1996,4,111,7,"3",1,6e-04,0.0014,0.0046,0.0687,0.0027,0.1346,0.759,0.018,0.007,4.6,2.7,7.8
"467",1996-04-20,1996,4,111,6.8,"3",66,5e-04,8e-04,0.0025,0.0672,9e-04,0.1181,0.759,0.029,0.007,3.8,3.6,7.5
"468",1996-05-19,1996,5,140,6.4,"1",1,6e-04,0.0011,0.003,0.0644,0.0041,0.1129,0.838,0.007,0.034,5,3.6,6.5
"469",1996-05-19,1996,5,140,6.2,"1",66,6e-04,0.001,0.0034,0.0685,0.0032,0.1235,0.791,0.018,0.051,5,3.6,5.3
"470",1996-05-19,1996,5,140,6.2,"2",1,6e-04,0.0015,0.003,0.0628,0.0014,0.134,0.771,0.006,0.054,5,3.6,6.1
"471",1996-05-19,1996,5,140,6.3,"2",66,5e-04,9e-04,0.0033,0.0709,0.0015,0.1178,0.771,0.01,0.007,5,3.6,6.6
"472",1996-05-19,1996,5,140,6.4,"3",1,0.001,0.0014,0.003,0.0632,0.0058,0.1206,0.764,0.008,0.078,5,3.6,6.6
"473",1996-05-19,1996,5,140,6.1,"3",66,4e-04,8e-04,0.0037,0.0693,0.0034,0.1243,0.757,0.008,0.007,6,3.6,5.8
"474",1996-06-18,1996,6,170,5.5,"1",1,0.0015,0.0019,0.0068,0.0331,0.006,0.1213,0.189,0.044,0.175,3.5,2.7,2.1
"475",1996-06-18,1996,6,170,6.2,"1",66,0.0019,0.0026,0.0025,0.0695,0.0038,0.1091,0.243,0.03,0.007,4.2,2.7,5.4
"476",1996-06-18,1996,6,170,6.1,"2",1,0.001,0.0017,0.0031,0.0317,0.0032,0.1029,0.201,0.032,0.11,2.8,1.8,3.3
"477",1996-06-18,1996,6,170,3.8,"2",66,0.001,0.0016,0.0026,0.07,0.0039,0.1233,0.357,0.038,0.007,4.2,3.6,NA
"478",1996-06-18,1996,6,170,7,"3",1,0.0021,0.0025,0.0042,0.0249,0.0066,0.1131,0.201,0.038,0.21,3.5,3.6,7.2
"479",1996-06-18,1996,6,170,4.4,"3",66,8e-04,0.0015,0.003,0.0683,0.0044,0.1152,0.466,0.064,0.042,3.5,3.6,NA
"480",1996-07-24,1996,7,206,5.8,"1",1,7e-04,0.0014,0.003,0.0247,0.0036,0.1008,0.74,0.013,0.128,3.1,2.8,3.1
"481",1996-07-24,1996,7,206,6.2,"1",66,8e-04,0.002,0.003,0.069,0.005,0.1256,0.798,0.017,0.007,4.7,3.7,5.5
"482",1996-07-24,1996,7,206,5.4,"2",1,8e-04,0.0016,0.0027,0.0268,0.0038,0.0891,0.746,0.01,0.075,3.1,2.8,1.8
"483",1996-07-24,1996,7,206,6.2,"2",66,7e-04,0.0014,0.0028,0.0634,9e-04,0.115,0.781,0.01,0.007,4.7,3.7,5.6
"484",1996-07-24,1996,7,206,6.7,"3",1,0.0012,0.0011,0.0042,0.0277,0.0024,0.1105,0.786,0.013,0.054,3.1,3.7,6.3
"485",1996-07-24,1996,7,206,6.6,"3",66,8e-04,0.0011,0.0027,0.0677,0.0035,0.1252,0.798,0.01,0.007,4.7,3.7,6.2
"486",1996-08-19,1996,8,232,6.6,"1",1,9e-04,0.0013,0.0029,0.015,0.0056,0.1104,0.834,0.041,0.098,2.4,2.7,7.9
"487",1996-08-19,1996,8,232,5.9,"1",66,7e-04,0.001,0.0038,0.0713,0.0045,0.1246,0.883,0.029,0.007,3.7,3.7,3.8
"488",1996-08-19,1996,8,232,6.6,"2",1,7e-04,6e-04,0.0025,0.0135,0.0021,0.0862,0.827,0.027,0.06,2.4,3.7,6.4
"489",1996-08-19,1996,8,232,6.4,"2",66,6e-04,6e-04,0.0023,0.0729,0.0033,0.1228,0.877,0.027,0.007,3.7,3.7,6.7
"490",1996-08-19,1996,8,232,6.6,"3",1,0.0014,0.0014,0.0052,0.0145,0.0049,0.1057,0.864,0.022,0.075,2.4,2.7,6.9
"491",1996-08-19,1996,8,232,6.4,"3",66,6e-04,7e-04,0.0036,0.0699,0.0063,0.1232,0.901,0.022,0.01,3.1,3.7,6.5
"492",1996-09-18,1996,9,262,6.5,"1",1,8e-04,0.0011,0.0032,0.0263,0.0057,0.0881,0.788,0.009,0.045,2.6,2.6,7.1
"493",1996-09-18,1996,9,262,6.3,"1",66,0.0013,0.002,0.0032,0.0674,0.0056,0.1258,0.775,0.014,0.007,3.9,2.6,7
"494",1996-09-18,1996,9,262,6.8,"2",1,8e-04,9e-04,0.0029,0.071,0.0035,0.1369,0.75,0.0029,0.007,3.9,3.5,7.2
"495",1996-09-18,1996,9,262,6.7,"2",66,9e-04,0.0016,0.0041,0.027,0.0068,0.1107,0.737,0.009,0.081,2.6,2.6,7.1
"496",1996-09-18,1996,9,262,6.6,"3",1,0.0016,0.0026,0.0026,0.0237,0.0087,0.1032,0.737,0.011,0.084,2.6,2.6,7
"497",1996-09-18,1996,9,262,6.5,"3",66,0.0015,0.0019,0.002,0.0752,0.0064,0.1268,0.756,0.003,0.007,3.9,2.6,7.1
"498",1996-10-16,1996,10,290,6.4,"1",1,0.0012,0.0021,0.0032,0.0492,0.0123,0.1337,0.841,0.042,NA,2.6,2.8,6.6
"499",1996-10-16,1996,10,290,6.4,"1",66,0.0011,9e-04,0.0022,0.0758,0.0039,0.1291,0.86,0.03,NA,4.5,3.7,7.6
"500",1996-10-16,1996,10,290,6.5,"2",1,0.0012,0.0018,0.0024,0.0434,0.0032,0.1127,0.822,0.038,NA,2.6,2.8,6.8
"501",1996-10-16,1996,10,290,6.4,"2",66,0.001,0.0016,0.0018,0.0741,0.0035,0.1266,0.828,0.026,NA,4.5,3.7,7.5
"502",1996-10-16,1996,10,290,6.5,"3",1,9e-04,0.0011,0.0045,0.0443,0.0032,0.144,0.822,0.035,NA,2.6,2.8,6.5
"503",1996-10-16,1996,10,290,6.4,"3",66,9e-04,0.0014,0.0018,0.0752,0.0056,0.1352,0.809,0.019,NA,3.8,3.7,6.9
"504",1995-03-17,1995,3,76,6.7,"1",1,6e-04,0.0022,0.0024,0.0628,0.0017,0.1232,0.849,0.062,0.023,4,3,6.1
"505",1995-03-17,1995,3,76,6.3,"1",66,4e-04,0.0022,0.0025,0.0668,0.0017,0.1248,0.825,0.038,0.008,4,3,6
"506",1995-03-17,1995,3,76,6.4,"2",1,3e-04,0.0024,0.0021,0.0673,0.0017,0.1139,0.837,0.026,0.008,4,3,6
"507",1995-03-17,1995,3,76,6.3,"2",66,5e-04,0.0023,0.0021,0.0648,0.0017,0.1066,0.813,0.026,0.008,4,4,6
"508",1995-03-17,1995,3,76,6.3,"3",1,4e-04,0.0023,0.0025,0.0633,0.0017,0.1188,0.813,0.042,0.015,4,4,7
"509",1995-03-17,1995,3,76,6.3,"3",66,3e-04,0.0023,0.0026,0.0638,0.0017,0.1177,0.813,0.041,0.008,4,3,5
"510",1995-04-13,1995,4,103,NA,"1",1,NA,NA,0.0031,NA,0.0942,NA,NA,NA,NA,NA,NA,NA
"511",1995-04-13,1995,4,103,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",1995-04-13,1995,4,103,NA,"2",1,NA,NA,0.0023,NA,0.0454,NA,NA,NA,NA,NA,NA,NA
"513",1995-04-13,1995,4,103,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",1995-04-13,1995,4,103,NA,"3",1,NA,NA,0.0028,NA,0.0486,NA,NA,NA,NA,NA,NA,NA
"515",1995-04-13,1995,4,103,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",1995-05-11,1995,5,131,6.3,"1",1,0.0017,0.0022,0.0029,0.0738,0.0017,0.1279,0.845,0.013,0.032,3.4,3.9,5.5
"517",1995-05-11,1995,5,131,6.3,"1",66,0.001,0.0021,0.0026,0.0796,0.0017,0.1226,0.833,0.018,0.044,3.4,3.9,6
"518",1995-05-11,1995,5,131,6.4,"2",1,0.0012,0.0017,0.0055,0.0688,0.0017,0.1615,0.796,0.03,0.102,3.4,2.9,6.7
"519",1995-05-11,1995,5,131,6.4,"2",66,0.0014,0.0023,0.0026,0.0788,0.0017,0.1234,0.808,0.015,0.02,4,3.9,6
"520",1995-05-11,1995,5,131,6.4,"3",1,0.0018,0.0025,0.0028,0.0713,0.0017,0.1135,0.796,0.011,0.058,4,2.9,5
"521",1995-05-11,1995,5,131,6.3,"3",66,0.0019,0.0019,0.0027,0.0762,0.0017,0.1216,0.796,0.011,0.012,4,3.9,6
"522",1995-06-12,1995,6,163,NA,"1",1,NA,NA,0.0057,NA,0.0879,NA,NA,NA,NA,NA,NA,NA
"523",1995-06-12,1995,6,163,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",1995-06-12,1995,6,163,NA,"2",1,NA,NA,0.0048,NA,0.0785,NA,NA,NA,NA,NA,NA,NA
"525",1995-06-12,1995,6,163,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",1995-06-12,1995,6,163,NA,"3",1,NA,NA,0.0056,NA,0.0879,NA,NA,NA,NA,NA,NA,NA
"527",1995-06-12,1995,6,163,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",1995-07-11,1995,7,192,6.6,"1",1,0.0012,0.0033,0.0091,0.004,0.0017,0.1219,0.537,0.03,0.269,2.5,2.7,7.5
"529",1995-07-11,1995,7,192,6.5,"1",66,0.0015,0.0024,0.0024,0.0771,0.0017,0.1154,0.902,0.026,0.012,3.7,2.7,8
"530",1995-07-11,1995,7,192,6.7,"2",1,0.0015,0.0028,0.0078,0.004,0.0027,0.1242,0.427,0.031,NA,3.1,2.7,8.1
"531",1995-07-11,1995,7,192,6.5,"2",66,0.0022,0.0054,0.0118,0.0762,0.0017,0.1256,0.85,0.028,0.026,3.7,2.7,8.8
"532",1995-07-11,1995,7,192,6.7,"3",1,0.0016,0.0052,0.0072,0.004,0.0017,0.114,0.346,0.066,0.327,2.5,3.6,8.4
"533",1995-07-11,1995,7,192,6.5,"3",66,0.0012,0.0027,0.0028,0.0754,0.0075,0.1208,0.85,0.019,0.015,3.7,3.6,8.9
"534",1995-08-11,1995,8,223,NA,"1",1,NA,NA,0.0096,NA,0.1069,NA,NA,NA,NA,NA,NA,NA
"535",1995-08-11,1995,8,223,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",1995-08-11,1995,8,223,NA,"2",1,NA,NA,0.0073,NA,0.0871,NA,NA,NA,NA,NA,NA,NA
"537",1995-08-11,1995,8,223,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",1995-08-11,1995,8,223,NA,"3",1,NA,NA,0.0077,NA,0.0942,NA,NA,NA,NA,NA,NA,NA
"539",1995-08-11,1995,8,223,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",1995-09-13,1995,9,256,6.6,"1",1,0.0017,0.0038,0.0061,0.004,0.0075,0.0927,0.244,0.029,0.151,2.3,2.9,6.9
"541",1995-09-13,1995,9,256,6.5,"1",66,0.0012,0.0025,0.0082,0.0804,0.0027,0.1581,0.856,0.028,0.023,4.2,3.8,7.5
"542",1995-09-13,1995,9,256,6.4,"2",1,0.0012,0.0035,0.0058,0.004,0.0063,0.0888,0.22,0.032,0.11,3.2,2.9,6.5
"543",1995-09-13,1995,9,256,6.5,"2",66,0.0035,0.0034,0.0123,0.0821,0.0075,0.1275,0.796,0.02,0.008,5.1,3,7
"544",1995-09-13,1995,9,256,6.5,"3",1,0.0013,0.0065,0.0066,0.004,0.0098,0.0982,0.244,0.03,0.125,2.3,2.9,6.9
"545",1995-09-13,1995,9,256,6.4,"3",66,0.0016,0.0016,0.0023,0.0829,0.011,0.1267,0.808,0.016,0.008,5.1,2.9,7.3
"546",1995-10-20,1995,10,293,NA,"1",1,NA,NA,0.0051,NA,0.0714,NA,NA,NA,NA,NA,NA,NA
"547",1995-10-20,1995,10,293,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",1995-10-20,1995,10,293,NA,"2",1,NA,NA,0.0036,NA,0.0832,NA,NA,NA,NA,NA,NA,NA
"549",1995-10-20,1995,10,293,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",1995-10-20,1995,10,293,NA,"3",1,NA,NA,0.0042,NA,0.0738,NA,NA,NA,NA,NA,NA,NA
"551",1995-10-20,1995,10,293,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",1995-11-14,1995,11,318,6.1,"1",1,0.0014,0.0025,0.0064,0.062,0.0017,0.1428,0.794,0.025,0.07,3.2,2.6,0.5
"553",1995-11-14,1995,11,318,6.3,"1",66,0.0013,0.0021,0.0026,0.0796,0.0017,0.1337,0.914,0.03,0.008,3.2,3.5,7
"554",1995-11-14,1995,11,318,6.3,"2",1,0.0014,0.0025,0.0048,0.0596,0.0122,0.179,0.782,0.032,0.047,1.8,2.6,5.8
"555",1995-11-14,1995,11,318,6.3,"2",66,0.0014,0.0025,0.0027,0.0829,0.0075,0.1385,0.897,0.025,0.008,4.6,2.6,6.5
"556",1995-11-14,1995,11,318,6.5,"3",1,0.0013,0.0024,0.0034,0.0588,0.0146,0.1152,0.782,0.019,0.032,3.2,2.6,7.4
"557",1995-11-14,1995,11,318,6.2,"3",66,0.0056,0.0064,0.0026,0.0823,0.0087,0.1434,0.869,0.022,0.008,3.9,3.5,7
"558",1994-03-17,1994,3,76,6.4,"1",1,6e-04,0.0029,0.0032,0.08,0.0076,0.1334,0.863,0.048,0.043,3.5,3,5
"559",1994-03-17,1994,3,76,6.3,"1",66,0.0011,0.0024,0.0029,0.0831,0.0065,0.131,0.851,0.048,0.008,3.4,4,6
"560",1994-03-17,1994,3,76,6.4,"2",1,9e-04,0.0022,0.0029,0.081,0.0065,0.1296,0.821,0.04,0.012,3.4,4,7
"561",1994-03-17,1994,3,76,6.4,"2",66,4e-04,0.0016,0.0031,0.0831,0.0054,0.1411,0.791,0.021,0.039,3.4,4,5
"562",1994-03-17,1994,3,76,6.3,"3",1,4e-04,0.0012,0.0072,0.0758,0.0043,0.14,0.797,0.044,0.014,3.4,4,5
"563",1994-03-17,1994,3,76,6.4,"3",66,4e-04,0.0016,0.0031,0.0789,0.006,0.1478,0.809,0.021,0.009,4.1,4,5
"564",1994-04-16,1994,4,106,NA,"1",1,NA,NA,0.0029,NA,0.0429,NA,NA,NA,NA,NA,NA,NA
"565",1994-04-16,1994,4,106,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",1994-04-16,1994,4,106,NA,"2",1,NA,NA,0.0043,NA,0.0606,NA,NA,NA,NA,NA,NA,NA
"567",1994-04-16,1994,4,106,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",1994-04-16,1994,4,106,NA,"3",1,NA,NA,0.0028,NA,0.0452,NA,NA,NA,NA,NA,NA,NA
"569",1994-04-16,1994,4,106,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",1994-05-17,1994,5,137,6.4,"1",1,0.0015,0.0013,0.0027,0.0594,0.0017,0.1061,0.809,0.027,0.053,3.5,3,5
"571",1994-05-17,1994,5,137,6.4,"1",66,0.0018,0.0016,0.0024,0.0685,0.0017,0.1075,0.809,0.029,0.025,3.5,3,5
"572",1994-05-17,1994,5,137,6.4,"2",1,0.0021,0.0026,0.0026,0.0605,0.0017,0.1111,0.785,0.012,0.098,3.5,3,6
"573",1994-05-17,1994,5,137,6.5,"2",66,0.0016,0.0016,0.0023,0.0679,0.0017,0.1108,0.773,0.011,0.014,3.5,3,6
"574",1994-05-17,1994,5,137,6.4,"3",1,0.0016,0.0019,0.0025,0.0622,0.0017,0.1043,0.785,0.024,0.048,3.5,3,6
"575",1994-05-17,1994,5,137,6.4,"3",66,0.0011,0.0013,0.0023,0.0679,0.0017,0.1162,0.797,0.015,0.008,3.5,3,6
"576",1994-06-15,1994,6,166,NA,"1",1,NA,NA,0.0058,NA,0.0768,NA,NA,NA,NA,NA,NA,NA
"577",1994-06-15,1994,6,166,NA,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",1994-06-15,1994,6,166,NA,"2",1,NA,NA,0.0065,NA,0.0877,NA,NA,NA,NA,NA,NA,NA
"579",1994-06-15,1994,6,166,NA,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",1994-06-15,1994,6,166,NA,"3",1,NA,NA,0.0055,NA,0.0777,NA,NA,NA,NA,NA,NA,NA
"581",1994-06-15,1994,6,166,NA,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",1994-07-16,1994,7,197,7.2,"1",1,0.0019,0.0026,0.0103,0.0712,0.0017,0.1897,0.142,0.054,0.47,3.4,2.9,6
"583",1994-07-16,1994,7,197,6.5,"1",66,0.0012,0.0016,0.0037,0.004,0.0023,0.0461,0.756,0.056,0.017,3.4,3.9,5
